CT_CD,DO_NM,CT_NM,산업대분류CD,산업중분류CD,산업소분류CD,산업대분류명,산업중분류명,산업소분류명,조직형태,사업체구분,설립시기,소상공인수
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,11
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,6
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,11
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,11
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,17
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,17
41310,경기,구리시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2011,1
41310,경기,구리시,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2000년이전,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2000년이전,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2002,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2005,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2009,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,3,3,2002,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,3,3,2010,1
41310,경기,구리시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,3,3,2013,1
41310,경기,구리시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,1,2007,1
41310,경기,구리시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2000년이전,1
41310,경기,구리시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2014,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,5
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2002,2
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2003,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,2
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,5
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,10
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,6
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,17
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,8
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,7
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,2,1,2014,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2010,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2000년이전,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2012,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2006,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2012,2
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2000년이전,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2005,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,1
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2007,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2008,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2009,2
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,2
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,5
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,3
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2014,5
41310,경기,구리시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,5,1,2000년이전,1
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,73
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,13
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,13
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,21
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,17
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,25
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,36
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,22
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2008,18
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,17
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,25
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,29
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,35
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,47
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,44
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,1,2013,1
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2010,1
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2012,1
41360,경기,남양주시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2013,1
41360,경기,남양주시,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2000년이전,7
41360,경기,남양주시,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2005,1
41360,경기,남양주시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2007,1
41360,경기,남양주시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2009,1
41360,경기,남양주시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2012,4
41360,경기,남양주시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,2
41360,경기,남양주시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2007,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2010,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2013,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2014,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,2,2008,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2000년이전,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2007,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2000년이전,4
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2005,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2006,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2009,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2010,1
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2011,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2012,4
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2013,2
41360,경기,남양주시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2014,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,5
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2001,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2003,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,7
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,15
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,11
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,10
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,13
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,13
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,22
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,18
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,19
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,38
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,27
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2008,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2010,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2000년이전,2
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2005,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2006,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2014,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2000년이전,4
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2002,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2004,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2005,9
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,3
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2007,2
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2008,8
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2009,8
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,2
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,5
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,2
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2013,9
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2014,3
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,5,1,2012,1
41360,경기,남양주시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,5,1,2014,1
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,36
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,6
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,5
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,6
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,5
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,5
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,2
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,3
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2008,6
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,8
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,13
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,8
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,8
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,10
41370,경기,오산시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,7
41370,경기,오산시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2010,1
41370,경기,오산시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,3,2013,1
41370,경기,오산시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2004,1
41370,경기,오산시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2014,2
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,2
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2001,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2002,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,2
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,5
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,4
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,19
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,15
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,13
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,5
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2011,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2000년이전,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2004,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2000년이전,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2008,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2011,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2004,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2005,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,1
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,3
41370,경기,오산시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2013,3
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,55
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,16
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,15
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,14
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,12
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,8
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,13
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,9
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2008,17
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,9
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,9
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,11
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,10
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,12
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,17
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,2,2012,1
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2002,1
41390,경기,시흥시,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2012,1
41390,경기,시흥시,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2000년이전,4
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2009,1
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2011,1
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2012,3
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,2
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,6
41390,경기,시흥시,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,2,2012,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2009,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2010,3
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,1,2000년이전,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,2,2004,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2008,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2012,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2013,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2000년이전,3
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2005,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2010,2
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2013,1
41390,경기,시흥시,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2014,6
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,6
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2002,3
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2003,3
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,5
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,6
41390,경기,시흥시,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,10
